C1,C2,C3,C0=D3,D0,D1,D2
46425,79650,2199,77618,6497,93468,12755
91535,74808,46851,55450,78615,28867,18617
23599,91014,57182,45173,9466,12113,80748
41902,50987,42363,12430,78253,46661,72639
60531,66750,94060,41161,30054,98491,91272
37387,53025,27123,3902,99580,49748,52668
18881,6961,11645,49245,44666,47271,37230
42642,48674,75357,64949,13627,91001,76329
43493,39862,72819,38008,7777,95070,6956
56037,46477,33447,8356,63640,68404,8227
34151,72377,6097,21087,6463,69598,24090
64191,25854,15154,99116,20525,13176,24549
25598,14300,73981,93115,51846,99107,19981
86783,96899,79273,61321,605,58897,53206
78333,13435,82595,93212,16025,29228,58268
96895,97603,36143,17447,13493,33870,95102
32598,98694,82652,49568,46360,24701,55693
24763,63809,1356,12347,18614,55406,30510
72767,82341,19733,84571,97364,99907,61420
28820,92915,48020,20874,69726,16944,97966
76415,60511,6019,3668,19896,36258,98661
60709,38414,64964,17742,67247,89017,60338
76562,41152,3452,26637,10524,95662,48164
58899,89444,46533,15488,96423,65720,16193
91163,42232,90250,41619,81037,72196,46015
89959,52759,28089,76707,6851,39449,49276
72242,73918,91312,68130,5950,39821,24535
74844,39943,48100,86052,68771,68473,86925
16690,55481,6066,45778,6077,64591,79863
58089,2093,37477,69457,68189,60530,30570
31073,30475,53922,11337,67929,62476,25767
56063,65515,76016,88864,38467,6885,292
9243,82060,25104,7546,50999,53203,90388
9653,12364,35463,77420,62305,3183,73099
62605,3268,10835,36300,9688,22329,57154
57499,6502,6278,47946,46406,88839,32411
72767,82341,19733,84571,18072,16679,8659
3738,90880,80987,54853,11356,73905,49796
767,97966,94711,43565,77646,6425,36969
56444,13657,88875,47469,75987,63871,35620
59476,75764,5681,75213,69095,21034,38420
58089,2093,37477,69457,72022,88866,70274
12568,32915,63039,92795,76273,58477,77358
25598,14300,73981,93115,5434,37611,11637
41529,60628,27819,80656,70597,5149,15668
86733,34566,42805,28173,68299,11730,62712
47750,94252,24203,965,85038,35339,47869
67098,39579,10956,29795,32418,63040,4639
35290,89136,10456,32641,42541,73601,67709
74844,39943,48100,86052,28300,22447,21225
82550,12815,13181,20652,21822,11948,81027
86783,96899,79273,61321,13829,81427,14856
16690,55481,6066,45778,63936,20077,47804
17018,91268,27946,53897,48470,3521,73126
7907,50046,68451,44574,54092,76056,83114
76433,56136,13177,63066,51681,30596,18327
93852,82422,16810,30067,22666,73097,5598
41324,27082,62383,13090,55240,46614,12732
9243,82060,25104,7546,82924,88509,74069
89530,15259,26532,66255,79021,18677,32531
6989,98398,10150,23579,27417,51640,41049
43493,39862,72819,38008,32416,40642,12473
56063,65515,76016,88864,77102,80003,22314
80789,33902,24141,71033,35842,18552,91782
61178,62861,19634,53765,45153,12398,67416
28820,92915,48020,20874,55377,52322,13008
94648,36865,88373,73274,34755,41766,4807
48404,33032,2892,31317,39507,37432,91005
56037,46477,33447,8356,23758,31116,96070
16329,6220,50820,71557,94906,50443,85553
79937,7485,42488,95172,69169,42761,7086
7614,99675,99547,89997,25186,8559,85167
53580,69414,93146,78296,1115,22286,6162
72210,11825,34197,20783,73389,76710,44103
60772,5402,30476,46122,23552,60814,52635
68145,55825,79418,67511,33686,98233,48745
89987,87133,45245,14652,953,39524,75979
17643,20479,35249,98379,49355,44881,45003
79059,61966,31727,16251,43840,19425,10568
5428,48517,38741,51471,96850,65426,94134
94143,89474,53752,62330,96442,67535,86238
27765,68975,50861,20431,9599,91872,71786
90654,84338,6652,43867,95218,32759,5346
33069,46013,21241,52028,55840,24875,43503
66824,38131,1277,29411,72285,52633,62804
92231,88307,69902,47665,16136,95547,30153
79059,61966,31727,16251,93361,4579,53002
33069,46013,21241,52028,91781,48182,52415
40511,35631,6213,69741,95958,38879,38564
42954,70035,42064,39870,86060,70336,93725
97119,92017,8145,45567,19465,87943,53833
87979,78325,93108,8108,1343,69885,96029
41083,70785,87125,89974,7083,94578,27773
33069,46013,21241,52028,78637,33712,42328
15326,30423,54823,34555,51292,10999,1797
30173,98251,96269,61352,6037,33600,10071
78304,69459,76888,16742,41306,47638,81435
836,21924,31294,81259,65196,10021,74864
66824,38131,1277,29411,20607,23245,8504
96296,89003,47794,44463,65980,92982,80746
3287,82961,76234,67423,15345,56758,57548
35181,16479,26445,83376,97404,35128,73529
27604,18249,42850,73324,18309,88335,96094
40707,62329,27208,87396,78621,38248,40875
29700,64233,18796,86804,80668,16885,30539
88426,35488,71126,43710,87036,79722,15058
1600,19959,8069,40182,86759,66070,26529
92116,8724,33360,81002,88219,57720,45008
35181,16479,26445,83376,97585,90891,23487
92231,88307,69902,47665,64013,44441,85131
75972,44816,63901,30744,35271,86527,99761
46914,51331,21249,43370,96724,82450,87419
76174,95480,43795,83961,11208,69603,27339
98189,64791,31573,26954,79095,31846,1247
26938,64563,6525,73493,6612,97715,59779
70646,44939,23232,94620,21748,86818,5204
41083,70785,87125,89974,79943,19202,83201
44454,22225,75957,58804,27028,75469,36886
3287,82961,76234,67423,20343,34279,15154
68097,34804,8963,55554,19716,54494,73877
60161,775,79014,70934,3244,70568,52739
92602,60262,38612,82758,98064,63762,58626
90853,20237,27978,30785,76518,48812,339
23017,78487,25673,17526,93387,49907,6980
9595,88390,11151,8453,17227,37803,56876
61194,31591,76363,45745,14825,4841,56482
87787,15431,40406,80866,75553,63657,28978
92602,60262,38612,82758,47445,23908,43812
29700,64233,18796,86804,1215,14308,10085
17118,72993,60556,63735,24232,89494,95389
4700,35717,98775,76932,1708,64461,49318
52143,58910,67307,48,39813,13598,54473
23625,93465,74414,80639,62471,34172,1648
6297,2434,56411,88755,23722,96848,3146
13241,66171,71361,58982,46942,68944,77845
53944,58714,45640,69266,48055,26988,87409
83205,97647,76068,77135,51846,54297,85217
69236,83042,75541,94381,95949,1051,41192
88701,94369,9849,76900,80359,50267,51253
51192,96612,98749,60965,41192,30335,9718
631,17635,11818,86404,33425,24149,57169
73752,18455,74153,40848,73899,10160,1470
44226,5871,48611,61210,89398,71120,94323
2171,94324,69121,98927,91683,451,98870
12913,36684,43956,506,5818,13103,48758
15026,96316,37814,90566,33078,21484,53788
88209,53600,57670,19306,97372,26287,65507
6297,2434,56411,88755,72024,8277,59962
73752,18455,74153,40848,39416,44518,65382
57388,39419,76146,28949,71773,70664,59604
45437,29965,57943,81829,71743,42611,83149
13241,66171,71361,58982,21062,55345,61551
46871,43269,6039,6232,38786,74301,97393
37749,83772,47060,40313,68528,63438,6035
6453,40483,42800,14375,59514,41895,73046
9235,69091,3550,80424,48102,76875,22532
61434,6359,68743,89340,34322,6674,39891
33253,6359,5144,49402,6020,6692,92540
5855,77744,47253,1202,64559,32679,52315
44034,63773,7472,50215,71649,64077,24998
31531,36821,37091,92025,93910,70403,84639
68466,20755,54530,3037,4756,93682,3686
20025,48294,91303,84582,84200,15133,79968
61434,6359,68743,89340,8260,34341,31271
35578,93496,40281,72587,47583,60976,46552
97850,78805,54184,13091,58354,73672,54765
3828,13326,81982,6069,51281,30861,33176
73752,18455,74153,40848,97758,16253,97084
94365,67368,94971,21255,63086,17791,98338
87978,6409,15258,93219,93422,96583,47164
18623,49442,90073,57755,29281,37114,58283
60005,87141,98258,15369,36005,86090,52688
55358,98115,30379,14345,32167,53205,12793
36674,50359,32054,27686,6655,15435,57074
37749,83772,47060,40313,15187,88734,2677
17469,87415,77657,54026,13647,7349,74242
62804,14064,19768,62673,10764,98403,8593
20601,92105,3421,7567,31098,21757,55051
73752,18455,74153,40848,14767,91227,84268
95363,12705,58497,21748,2759,91274,45622
46791,3242,51228,95052,93127,15176,99973
82682,35772,69635,13110,81292,41992,27643
44034,63773,7472,50215,66231,12314,44205
99528,55549,95646,67251,10844,37924,19513
97550,58199,42279,14511,27792,88545,98389
31923,18135,28656,69188,11782,99164,23692
57371,60433,83240,38888,81345,66757,69390
5855,77744,47253,1202,22530,88945,11864
81584,26766,86774,71831,8700,11527,34874
94780,96579,51203,48926,44404,81902,27375
51192,96612,98749,60965,80195,97254,20001
9673,12212,26084,65987,78762,33928,57861
9509,43587,62798,61739,94386,68900,50946
61983,85115,13231,77728,42619,30520,41611
83719,74975,24292,88169,18728,48184,26818
26974,51294,69699,98039,13720,20595,78368
99049,59366,2323,31050,3948,73046,84128
76907,43816,47938,29513,1671,3141,36396
93445,12341,76368,35269,30918,80691,71748
37516,25568,68860,66156,38255,13302,96894
40903,92693,64400,82390,79530,8349,4714
70433,32065,68727,38801,41854,33800,85310
24207,2577,1574,22167,21246,74535,76332
76450,52843,57166,42227,14193,70388,57268
56365,724,35502,61124,88836,94779,99248
69351,32486,56529,8790,92029,58629,367
65003,86348,34786,84220,90530,84814,68467
3433,47282,92288,45316,35391,38966,58080
83204,60075,81549,21998,9145,44853,70128
99951,85410,50365,49242,45683,97658,26067
89133,96321,95204,15677,90179,68649,9834
22174,28792,52371,96542,7782,36743,26693
8609,36225,54984,79231,31464,98278,86547
54181,24823,89044,22279,90245,31389,64384
5874,23770,30175,67182,18602,52259,58110
39274,79837,16260,65483,20099,36741,38672
42279,15420,46460,68525,83358,64873,79166
99951,85410,50365,49242,51980,40944,96505
77274,11657,61293,84962,81069,33352,51181
48274,66847,7690,20421,32553,69384,85404
73005,96878,61012,21101,23683,65704,53515
64533,16002,15396,53521,96402,33641,27889
7523,44079,94518,422,19999,56113,83292
38143,78755,52576,41860,43565,4765,84663
65003,86348,34786,84220,82763,27329,21272
28252,86191,92311,34305,60113,87113,3499
30572,42187,55252,11449,14363,15247,6055
15429,98595,56937,33056,85920,11861,67950
4947,92385,45656,60347,19462,24986,70469
95791,58549,35938,45852,57581,10751,27406
88034,43627,93215,84298,26464,62675,70150
17000,29327,70713,67136,41155,20029,72774
62245,34339,65216,76801,67812,35590,53538
67711,92885,2191,40172,87890,85568,55087
37516,25568,68860,66156,73579,65683,45876
70737,20787,94780,6755,24071,1669,21753
5240,43599,37006,13358,68382,53751,98462
77685,70534,62929,80584,95679,3585,83044
43740,7954,81079,59035,3584,84968,42784
89133,96321,95204,15677,5917,60176,71961
59414,83449,7313,15054,83571,78516,87258
86111,18662,18013,75407,12241,41492,51243
2961,62966,49880,90911,60299,29250,4064
33088,70545,60668,2491,85598,74258,57671
8609,36225,54984,79231,74222,58585,30262
87182,25277,65704,72249,21968,34451,61815
65003,86348,34786,84220,69119,66645,77972
7430,19077,96340,38219,26526,44234,41148
30959,48593,48673,32126,66262,5541,16660
55968,252,45324,2486,10141,58058,23910
95898,94002,95859,6710,13030,57306,67223
79405,96853,65476,83565,12142,30503,36135
70737,20787,94780,6755,93401,77121,6167
25451,12863,86713,83245,76946,82173,25280
69668,28531,68703,52110,98783,85703,92417
76907,43816,47938,29513,46010,58667,10754
99467,65867,30148,64103,6073,49490,36908
5240,43599,37006,13358,62598,48893,49921
15473,92291,34084,42838,78441,94122,38032
92949,89924,30907,33780,45116,96848,74293
11508,27466,97532,30653,76980,39327,39623
72787,2465,5030,83910,70882,84606,83786
82476,92254,8738,79468,87364,75404,5453
93451,24490,5695,67408,30678,86708,40749
74753,21356,64826,84723,6437,498,25863
54559,47633,33811,5671,5485,38106,69142
95213,56667,89308,61315,58388,95863,65662
59492,70059,93003,97635,10335,36786,76960
45597,88030,75294,97504,69774,80507,94427
91236,81011,84445,98051,14287,55904,55459
84653,83260,66628,53324,35855,90578,41375
18192,93880,56001,27003,87818,40331,22056
95667,13376,36078,41159,76802,88855,82114
75781,19351,20850,17742,67247,89017,60338
34082,69225,88613,31107,6619,68359,14731
36632,90170,5649,82683,13585,49390,84283
82476,92254,8738,79468,73800,92090,41854
66701,10913,34541,22470,88114,35230,4583
93656,72970,94428,92324,21668,92300,52514
47494,25083,74189,8720,49279,64955,92142
91236,81011,84445,98051,9588,71074,64740
95667,13376,36078,41159,97206,86299,10170
54953,14740,88009,83257,80281,64368,75586
93451,24490,5695,67408,66003,65568,70717
99337,80446,52301,66516,6247,52692,56534
47141,45024,8137,17424,10273,14736,66547
99757,78,13983,66643,18278,80655,55405
46511,22881,98978,99390,13492,23121,45396
16699,65322,87917,97429,31217,91127,75551
27963,80327,99197,77278,22696,71124,11116
54953,14740,88009,83257,94942,75448,44233
97746,55765,56919,39676,48049,36416,26347
18192,93880,56001,27003,97057,60907,81458
15741,62183,9525,69445,19234,15144,58246
79208,52894,90019,49623,26471,55948,75553
51225,22086,9392,28782,44778,41704,53822
56317,75344,20451,55923,97660,73068,13426
62881,48332,51277,93666,24743,99806,50717
55627,53464,62925,14600,26429,84852,27277
60268,70869,68295,40773,52379,11413,11056
47229,81953,55070,2262,6700,70771,8616
31235,81119,7684,25453,85669,94621,97564
47141,45024,8137,17424,88021,12972,60260
36939,29645,47060,40999,80772,51587,657
14049,1649,11145,32824,95502,39768,94562
13890,10671,7174,10213,37780,16210,94396
36578,5437,37348,80342,6591,64022,48325
23409,42790,21450,79897,79267,13223,86344
10569,72464,77031,22916,50494,74379,31695
2047,60947,13975,69036,53314,50531,83794
78017,78103,34618,40382,79827,44943,84762
49398,50471,67099,2248,77461,12393,64989
49398,50471,67099,2248,10700,84998,8837
62146,7186,2976,58615,16389,37342,57628
87729,22312,10385,46697,56319,11691,14294
62146,7186,2976,58615,85159,91138,93329
9524,45207,92556,67850,14747,93515,1254
10306,68853,86335,13041,55538,39651,75732
89814,22793,86706,89166,21481,30817,14363
3857,49672,68308,57375,36282,44329,83956
92072,97780,74537,5386,17589,94093,91428
66866,9579,36173,73042,63967,57755,82550
20338,36779,10346,30830,58049,60248,39250
75982,68752,65776,79723,60606,44674,4467
6464,30646,68956,89577,26938,34955,1556
43770,5428,89547,72661,2305,2947,18194
7602,31904,10426,88179,9086,99822,81831
97017,53872,64017,21552,66406,38073,60471
58814,36500,68596,76623,68182,35117,16535
64977,7151,16138,95954,74273,22272,54116
76364,65875,96696,90658,37074,97935,25752
3857,49672,68308,57375,90281,70734,55512
33061,39010,10611,78856,29134,16276,24539
70425,23420,34338,65579,45143,9074,69394
82556,48941,80841,80605,68187,23487,49956
18051,60297,14615,99361,32359,9335,38283
25956,9030,26850,66989,54791,42592,53483
10572,86891,47273,57431,5502,7792,39415
61899,32301,21883,85022,93294,78430,45249
54272,56775,61170,61713,95034,87295,61291
23659,76707,28186,73814,37927,4731,29446
91881,28313,10705,43769,54616,59814,59752
79346,93019,75516,60523,83681,8053,8864
30190,7989,76926,18039,61071,59261,85522
11637,97477,96738,40542,49519,23207,76589
20338,36779,10346,30830,69648,89103,91931
21289,34179,39669,99625,59519,45647,13541
81757,96878,61033,96905,46773,8543,42315
51373,10968,92159,53446,22005,18184,9478
865,43568,49106,47047,76048,89460,38976
49792,19198,15290,67695,8598,72906,1227
49235,55478,98486,73455,929,82374,44861
76364,65875,96696,90658,8057,70151,29230
80704,73422,49535,26078,39236,53548,83336
87423,10787,42248,29143,19675,80205,80581
79676,47078,83160,77996,19329,32915,24591
15417,37758,46001,92228,45889,16478,21023
70749,20973,38880,76131,67052,3341,149
45185,99509,92361,86920,21923,28310,82976
46741,17615,90827,67965,33217,92710,21419
88047,30156,8465,92045,49192,77521,53630
24440,46239,21657,90267,16063,28969,24603
88361,11262,74400,60329,65789,20742,52458
46741,17615,90827,67965,49189,79175,81737
96938,31412,31530,93906,79939,48262,67707
34521,3741,69251,75098,40930,13810,33457
77689,55966,34202,66694,85614,63632,65256
34639,53107,81474,51352,85981,97869,12607
11738,29509,88828,60401,64497,36962,79434
14840,97649,78518,5890,13541,87876,62940
61589,65142,7815,97410,64670,92651,99096
79483,70009,75700,80570,57639,16643,89917
80412,58805,63701,49670,33872,76991,36171
26096,91603,72793,33327,67470,39507,31135
88270,61067,30361,22535,48612,69890,8611
11637,97477,96738,40542,92446,94122,87099
24440,46239,21657,90267,90805,88229,39122
69774,18617,49071,82404,42477,39493,38306
66055,21662,53359,49600,20600,38256,91270
25596,43273,12993,60079,61179,44319,56929
73156,32603,79304,34097,61107,6076,71932
38790,58071,16010,51302,91675,6282,67691
46963,29657,94391,68532,11985,77487,46354
77748,59754,90236,48292,99723,67766,84383
19032,46088,99378,55780,28328,93649,83017
11507,62192,23056,86041,51389,7561,8068
46963,29657,94391,68532,92623,4456,15042
49327,40033,52581,11322,73083,30498,97849
10795,37026,56488,94990,7775,90018,49989
54149,13236,27896,4473,6077,99493,39233
96600,18482,14380,24587,691,33226,16709
34974,53619,94709,20922,95602,58394,51682
10795,37026,56488,94990,93453,80573,53799
10109,34287,30775,78469,44236,92033,32833
77571,96764,5072,75737,79708,17284,95083
39547,4604,9411,47706,13660,45120,57035
34233,70679,47610,72486,52828,19097,28488
71515,9359,19753,86105,29516,84495,71619
91580,76128,55739,9517,20249,67378,46193
3203,89170,92444,40852,90476,16564,5685
71033,84800,52762,19324,20671,24137,94095
51982,58055,22666,96162,91876,86782,47194
49970,8489,49462,23283,59139,71338,60698
90772,14353,51187,18683,99870,96386,66881
64065,69361,88946,18412,66858,17014,97688
56789,30207,61953,10558,66268,92037,17517
53355,98345,13310,68417,92150,75020,51918
34974,53619,94709,20922,45841,94984,54517
42513,61529,99523,18460,39867,31334,18543
70931,37256,80142,54691,37131,92967,86060
99731,89585,80755,17615,25562,40377,97220
9369,27501,83279,59004,26705,94631,75151
99390,90197,26808,32717,42655,395,89390
25596,43273,12993,60079,95584,81811,19185
52550,83386,83025,65637,10005,38253,17647
26091,27915,96053,78268,31961,16933,55724
82530,10622,99150,2272,49993,94652,55359
70395,12582,34386,80837,29639,39011,42427
99731,89585,80755,17615,78417,18708,48692
72992,90760,45509,2955,65479,40949,59352
45538,78783,5959,67131,49722,29665,58508
51864,82912,90368,15915,65094,17769,34289
99390,90197,26808,32717,89021,44906,86970
65625,13334,6812,84671,33602,61195,138
59922,31804,26582,27316,51088,39631,88889
